Filename,Extracted Number,,,
diva97.txt,3.64,diva97.txt,2.666666667,0.973333333
diva98.txt,22.86,diva98.txt,2.411764706,20.44823529
diva99.txt,1.56,diva99.txt,3.352941176,1.792941176
f10.txt,0.6,f10.txt,1.913043478,1.313043478
,,f100.txt,2.272727273,0
f101.txt,8.23,f101.txt,2.16,6.07
f102.txt,1.61,f102.txt,4.357142857,2.747142857
f103.txt,1.46,f103.txt,3.592592593,2.132592593
f104.txt,2.4,f104.txt,1.92,0.48
f105.txt,1.51,f105.txt,3.3125,1.8025
,,f106.txt,3.181818182,0
f107.txt,3.46,f107.txt,2.090909091,1.369090909
f108.txt,1.45,f108.txt,2.333333333,0.883333333
f109.txt,1.81,f109.txt,1.4,0.41
f11.txt,3.53,f11.txt,3.318181818,0.211818182
f110.txt,6.19,f110.txt,2.055555556,4.134444444
,,f111.txt,1.652173913,0
f112.txt,1.64,f112.txt,3.076923077,1.436923077
f113.txt,1.81,f113.txt,2.545454545,0.735454545
f114.txt,1.29,f114.txt,1.826086957,0.536086957
f115.txt,1.24,f115.txt,1.88,0.64
f116.txt,3.25,f116.txt,1.5,1.75
f117.txt,1.33,f117.txt,2.869565217,1.539565217
,,f118.txt,2.285714286,0
,,f119.txt,2.384615385,0
f12.txt,3.36,f12.txt,2.1875,1.1725
f120.txt,1.43,f120.txt,2.625,1.195
f121.txt,1.42,f121.txt,2.75,1.33
f122.txt,10.41,f122.txt,2.368421053,8.041578947
,,f123.txt,2.090909091,0
f124.txt,21.27,f124.txt,3.086956522,18.18304348
f125.txt,1.61,f125.txt,2.107142857,0.497142857
f126.txt,1.01,f126.txt,2.6,1.59
f127.txt,8.5,f127.txt,2.36,6.14
f128.txt,1.23,f128.txt,2.85,1.62
f129.txt,2.42,f129.txt,3.170731707,0.750731707
f13.txt,1.34,f13.txt,2.0625,0.7225
f130.txt,1.48,f130.txt,2.708333333,1.228333333
f131.txt,1.73,f131.txt,2.647058824,0.917058824
f132.txt,1.36,f132.txt,5.690909091,4.330909091
f133.txt,1.01,f133.txt,2.090909091,1.080909091
f134.txt,1.27,f134.txt,2.086956522,0.816956522
f135.txt,1.27,f135.txt,2.304347826,1.034347826
f136.txt,13.18,f136.txt,2.052631579,11.12736842
,,f137.txt,3.045454545,0
f138.txt,26.16,f138.txt,2.275862069,23.88413793
,,f139.txt,1.857142857,0
f140.txt,2.03,f140.txt,2.75,0.72
f142.txt,1.26,f142.txt,5.05,3.79
f143.txt,29.78,f143.txt,2.962962963,26.81703704
,,f144.txt,2.043478261,0
,,f145.txt,1.615384615,0
f146.txt,1.92,f146.txt,3.227272727,1.307272727
f147.txt,8.23,f147.txt,2.379310345,5.850689655
f148.txt,1.51,f148.txt,1.5,0.01
f149.txt,1.5,f149.txt,2.4,0.9
f150.txt,1.12,f150.txt,2.647058824,1.527058824
f151.txt,1.42,f151.txt,2.764705882,1.344705882
f152.txt,1.67,f152.txt,1.69047619,0.02047619
f153.txt,1.54,f153.txt,4,2.46
f154.txt,1.31,f154.txt,2.0625,0.7525
,,f155.txt,2.181818182,0
f156.txt,1.433,f156.txt,2.25,0.817
f157.txt,1,f157.txt,1.941176471,0.941176471
f158.txt,5.45,f158.txt,2.44,3.01
f159.txt,3.41,f159.txt,3.5,0.09
f16.txt,2.38,f16.txt,3,0.62
f160.txt,1.3,f160.txt,1.761904762,0.461904762
f161.txt,2.385,f161.txt,1.636363636,0.748636364
f162.txt,1.79,f162.txt,2.705882353,0.915882353
f163.txt,1.73,f163.txt,2.333333333,0.603333333
f164.txt,1.5,f164.txt,2.363636364,0.863636364
f166.txt,2.1,f166.txt,1.391304348,0.708695652
f167.txt,0.61,f167.txt,2.966666667,2.356666667
f168.txt,11.5,f168.txt,3.173913043,8.326086957
f169.txt,0.33,f169.txt,2.355555556,2.025555556
f17.txt,1.126,f17.txt,4.28,3.154
f170.txt,1.26,f170.txt,3.939393939,2.679393939
f171.txt,1.42,f171.txt,2.125,0.705
f172.txt,1.42,f172.txt,3.097560976,1.677560976
f173.txt,1.43,f173.txt,2.742857143,1.312857143
f174.txt,3.87,f174.txt,2.916666667,0.953333333
f175.txt,3.43,f175.txt,2.777777778,0.652222222
f176.txt,1.9,f176.txt,2.266666667,0.366666667
f177.txt,1.575,f177.txt,2,0.425
f178.txt,2.1,f178.txt,2.2,0.1
,,f179.txt,2.285714286,0
f18.txt,2.36,f18.txt,2.133333333,0.226666667
f180.txt,30.7,f180.txt,2.424242424,28.27575758
f181.txt,2.21,f181.txt,2.153846154,0.056153846
f182.txt,1.2565,f182.txt,2.111111111,0.854611111
f183.txt,2.39,f183.txt,2.92,0.53
f184.txt,1.292,f184.txt,2.85,1.558
f185.txt,1,f185.txt,3.307692308,2.307692308
f186.txt,27.28,f186.txt,1.4,25.88
f187.txt,1.27,f187.txt,1.351351351,0.081351351
f188.txt,3.58,f188.txt,1.909090909,1.670909091
f189.txt,1.57,f189.txt,2.272727273,0.702727273
f19.txt,1.13,f19.txt,1.846153846,0.716153846
f190.txt,0.984,f190.txt,3.333333333,2.349333333
f191.txt,1.52,f191.txt,2.6,1.08
f192.txt,24.03,f192.txt,1.419354839,22.61064516
f193.txt,5.5,f193.txt,2.904761905,2.595238095
f194.txt,1.56,f194.txt,2.375,0.815
f195.txt,1.58,f195.txt,3.820512821,2.240512821
f196.txt,8.114,f196.txt,2.24,5.874
,,f197.txt,3.05,0
f198.txt,1.12,f198.txt,2.409090909,1.289090909
f199.txt,1.55,f199.txt,1.047619048,0.502380952
f20.txt,3.64,f20.txt,3.789473684,0.149473684
f200.txt,2.33,f200.txt,1.681818182,0.648181818
f201.txt,1.0172,f201.txt,2.25,1.2328
f202.txt,1.76,f202.txt,3.27027027,1.51027027
f203.txt,1.65,f203.txt,2.4,0.75
f204.txt,30.78,f204.txt,1.620689655,29.15931034
f206.txt,1.94,f206.txt,2.769230769,0.829230769
,,f207.txt,2.619047619,0
f208.txt,1.36,f208.txt,3.324324324,1.964324324
f209.txt,1.2963,f209.txt,2.28125,0.98495
f21.txt,1.48,f21.txt,1.888888889,0.408888889
f210.txt,1.15,f210.txt,1.857142857,0.707142857
f22.txt,4.13,f22.txt,1.523809524,2.606190476
,,f23.txt,1.48,0
f24.txt,1.88,f24.txt,3,1.12
f25.txt,1.58,f25.txt,1.916666667,0.336666667
f27.txt,2.01,f27.txt,3.083333333,1.073333333
f28.txt,5,f28.txt,1.642857143,3.357142857
f29.txt,1.23,f29.txt,2.678571429,1.448571429
f3.txt,1.53,f3.txt,3.615384615,2.085384615
f30.txt,3.07,f30.txt,1.5625,1.5075
f31.txt,0.61,f31.txt,29.62857143,29.01857143
f32.txt,2.9,f32.txt,1.238095238,1.661904762
f33.txt,4.82,f33.txt,1.904761905,2.915238095
f34.txt,1.23,f34.txt,1.785714286,0.555714286
f35.txt,2.91,f35.txt,2.72,0.19
f36.txt,1.27,f36.txt,3.176470588,1.906470588
f37.txt,1.43,f37.txt,3.551724138,2.121724138
f38.txt,1.72,f38.txt,2.095238095,0.375238095
f39.txt,1.06,f39.txt,1.666666667,0.606666667
f4.txt,1.64,f4.txt,2.227272727,0.587272727
f40.txt,4.23,f40.txt,2.272727273,1.957272727
f41.txt,6.9,f41.txt,2.166666667,4.733333333
,,f42.txt,2.952380952,0
f43.txt,1.62,f43.txt,2.703703704,1.083703704
,,f44.txt,3.192307692,0
f45.txt,4.086,f45.txt,3.733333333,0.352666667
f46.txt,4.73,f46.txt,3.151515152,1.578484848
f47.txt,1.65,f47.txt,2.090909091,0.440909091
f48.txt,1.33,f48.txt,1.75,0.42
f49.txt,1.72,f49.txt,1.7,0.02
,,f50.txt,1.611111111,0
f51.txt,1.3664,f51.txt,2.125,0.7586
f52.txt,1.063,f52.txt,3.282051282,2.219051282
f53.txt,1.3,f53.txt,2.476190476,1.176190476
f54.txt,29.15,f54.txt,2.913043478,26.23695652
f55.txt,33.6,f55.txt,2.346153846,31.25384615
f56.txt,1.99,f56.txt,1.5,0.49
f57.txt,0.98,f57.txt,3,2.02
,,f58.txt,1.730769231,0
f59.txt,1.51,f59.txt,1.84,0.33
f6.txt,3.72,f6.txt,1.857142857,1.862857143
,,f60.txt,2.25,0
f61.txt,1.14,f61.txt,1.961538462,0.821538462
f62.txt,1.44,f62.txt,2.85,1.41
f63.txt,3.32,f63.txt,2.428571429,0.891428571
,,f64.txt,2.5,0
f65.txt,1.37,f65.txt,1.523809524,0.153809524
f66.txt,2.71,f66.txt,4,1.29
f67.txt,0.6721,f67.txt,3.566666667,2.894566667
f68.txt,2.4,f68.txt,1.916666667,0.483333333
,,f69.txt,2.777777778,0
f7.txt,11.67,f7.txt,1.641025641,10.02897436
f70.txt,1.57,f70.txt,2.484848485,0.914848485
f71.txt,2.8,f71.txt,2.972222222,0.172222222
f72.txt,1.29,f72.txt,2.166666667,0.876666667
f73.txt,18.84,f73.txt,4.391304348,14.44869565
f74.txt,5.41,f74.txt,2.263157895,3.146842105
f75.txt,1.406,f75.txt,2.533333333,1.127333333
f76.txt,3.5,f76.txt,2.5625,0.9375
f77.txt,3.89,f77.txt,2.461538462,1.428461538
f78.txt,22.31,f78.txt,2.75862069,19.55137931
f79.txt,1.12,f79.txt,2.828571429,1.708571429
f8.txt,2.02,f8.txt,2.157894737,0.137894737
f81.txt,1.57,f81.txt,2.264705882,0.694705882
f82.txt,5.04,f82.txt,2.083333333,2.956666667
,,f83.txt,2.137931034,0
f84.txt,6.617,f84.txt,2.125,4.492
f85.txt,1.46,f85.txt,1.592592593,0.132592593
,,f86.txt,3.264705882,0
f87.txt,1.34,f87.txt,3.411764706,2.071764706
f88.txt,1.33,f88.txt,2.78125,1.45125
f89.txt,1.31,f89.txt,2.08,0.77
f9.txt,2.12,f9.txt,1.6,0.52
f90.txt,1.37,f90.txt,2.636363636,1.266363636
,,f91.txt,2.428571429,0
f92.txt,0.96,f92.txt,2.285714286,1.325714286
f93.txt,1.46,f93.txt,2.954545455,1.494545455
f94.txt,18.22,f94.txt,1.785714286,16.43428571
f95.txt,1.33,f95.txt,1.92,0.59
f96.txt,22.49,f96.txt,1.742857143,20.74714286
f97.txt,2.05,f97.txt,3.136363636,1.086363636
f98.txt,1.26,f98.txt,2.227272727,0.967272727
,,f99.txt,2.842105263,0
,,,,
,,,,3.542335428
