Filename,Extracted Number,,,
diva89.txt_gpt-4o-mini,0.9,diva89.txt,2.608695652,1.708695652
diva9.txt_gpt-4o-mini,1.09,diva9.txt,3.490196078,2.400196078
,,diva90.txt,3.222222222,0
diva91.txt_gpt-4o-mini,1.44,diva91.txt,2.444444444,1.004444444
diva92.txt_gpt-4o-mini,1.82,diva92.txt,3.272727273,1.452727273
diva93.txt_gpt-4o-mini,0.9,diva93.txt,2.966666667,2.066666667
diva94.txt_gpt-4o-mini,0.95,diva94.txt,1.952380952,1.002380952
diva95.txt_gpt-4o-mini,2.2,diva95.txt,2.28125,0.08125
diva96.txt_gpt-4o-mini,2.5,diva96.txt,1.526315789,0.973684211
diva97.txt_gpt-4o-mini,0.92,diva97.txt,2.666666667,1.746666667
diva98.txt_gpt-4o-mini,1.35,diva98.txt,2.411764706,1.061764706
diva99.txt_gpt-4o-mini,1.06,diva99.txt,3.352941176,2.292941176
f10.txt_gpt-4o-mini,1.91,f10.txt,1.913043478,0.003043478
f100.txt_gpt-4o-mini,1.375,f100.txt,2.272727273,0.897727273
f101.txt_gpt-4o-mini,0.83,f101.txt,2.16,1.33
f102.txt_gpt-4o-mini,8.07,f102.txt,4.357142857,3.712857143
f103.txt_gpt-4o-mini,1.4,f103.txt,3.592592593,2.192592593
f104.txt_gpt-4o-mini,1,f104.txt,1.92,0.92
f105.txt_gpt-4o-mini,1.43,f105.txt,3.3125,1.8825
f106.txt_gpt-4o-mini,1.85,f106.txt,3.181818182,1.331818182
f107.txt_gpt-4o-mini,0.94,f107.txt,2.090909091,1.150909091
f108.txt_gpt-4o-mini,1.1,f108.txt,2.333333333,1.233333333
f109.txt_gpt-4o-mini,1.08,f109.txt,1.4,0.32
f11.txt_gpt-4o-mini,0.9375,f11.txt,3.318181818,2.380681818
f110.txt_gpt-4o-mini,1.41,f110.txt,2.055555556,0.645555556
f111.txt_gpt-4o-mini,1.56,f111.txt,1.652173913,0.092173913
f112.txt_gpt-4o-mini,0.256,f112.txt,3.076923077,2.820923077
f113.txt_gpt-4o-mini,0.875,f113.txt,2.545454545,1.670454545
f114.txt_gpt-4o-mini,0.9,f114.txt,1.826086957,0.926086957
f115.txt_gpt-4o-mini,1.18,f115.txt,1.88,0.7
f116.txt_gpt-4o-mini,1.11,f116.txt,1.5,0.39
f117.txt_gpt-4o-mini,1.59,f117.txt,2.869565217,1.279565217
f118.txt_gpt-4o-mini,0.625,f118.txt,2.285714286,1.660714286
f119.txt_gpt-4o-mini,1,f119.txt,2.384615385,1.384615385
f12.txt_gpt-4o-mini,1,f12.txt,2.1875,1.1875
f120.txt_gpt-4o-mini,1.25,f120.txt,2.625,1.375
f121.txt_gpt-4o-mini,1.85,f121.txt,2.75,0.9
f122.txt_gpt-4o-mini,1.24,f122.txt,2.368421053,1.128421053
f123.txt_gpt-4o-mini,2.76,f123.txt,2.090909091,0.669090909
f124.txt_gpt-4o-mini,1.25,f124.txt,3.086956522,1.836956522
f125.txt_gpt-4o-mini,2.54,f125.txt,2.107142857,0.432857143
f126.txt_gpt-4o-mini,1.11,f126.txt,2.6,1.49
f127.txt_gpt-4o-mini,4.56,f127.txt,2.36,2.2
f128.txt_gpt-4o-mini,1.95,f128.txt,2.85,0.9
f129.txt_gpt-4o-mini,1.31,f129.txt,3.170731707,1.860731707
f13.txt_gpt-4o-mini,1.77,f13.txt,2.0625,0.2925
f130.txt_gpt-4o-mini,1.55,f130.txt,2.708333333,1.158333333
f131.txt_gpt-4o-mini,1.25,f131.txt,2.647058824,1.397058824
f132.txt_gpt-4o-mini,1.375,f132.txt,5.690909091,4.315909091
f133.txt_gpt-4o-mini,1.05,f133.txt,2.090909091,1.040909091
f134.txt_gpt-4o-mini,1.09,f134.txt,2.086956522,0.996956522
f135.txt_gpt-4o-mini,1.79,f135.txt,2.304347826,0.514347826
f136.txt_gpt-4o-mini,3.29,f136.txt,2.052631579,1.237368421
f137.txt_gpt-4o-mini,1.5,f137.txt,3.045454545,1.545454545
f138.txt_gpt-4o-mini,1.125,f138.txt,2.275862069,1.150862069
f139.txt_gpt-4o-mini,2.15,f139.txt,1.857142857,0.292857143
f140.txt_gpt-4o-mini,1.33,f140.txt,2.75,1.42
f142.txt_gpt-4o-mini,1.77,f142.txt,5.05,3.28
f143.txt_gpt-4o-mini,1.21,f143.txt,2.962962963,1.752962963
f144.txt_gpt-4o-mini,1.43,f144.txt,2.043478261,0.613478261
,,f145.txt,1.615384615,0
f146.txt_gpt-4o-mini,1.86,f146.txt,3.227272727,1.367272727
f147.txt_gpt-4o-mini,1.67,f147.txt,2.379310345,0.709310345
f148.txt_gpt-4o-mini,1.18,f148.txt,1.5,0.32
f149.txt_gpt-4o-mini,1.69,f149.txt,2.4,0.71
f150.txt_gpt-4o-mini,0.94,f150.txt,2.647058824,1.707058824
f151.txt_gpt-4o-mini,1,f151.txt,2.764705882,1.764705882
f152.txt_gpt-4o-mini,1,f152.txt,1.69047619,0.69047619
f153.txt_gpt-4o-mini,1.26,f153.txt,4,2.74
f154.txt_gpt-4o-mini,1.17,f154.txt,2.0625,0.8925
f155.txt_gpt-4o-mini,0.94,f155.txt,2.181818182,1.241818182
f156.txt_gpt-4o-mini,2.47,f156.txt,2.25,0.22
f157.txt_gpt-4o-mini,1.93,f157.txt,1.941176471,0.011176471
f158.txt_gpt-4o-mini,1.14,f158.txt,2.44,1.3
f159.txt_gpt-4o-mini,1.125,f159.txt,3.5,2.375
f16.txt_gpt-4o-mini,1.95,f16.txt,3,1.05
f160.txt_gpt-4o-mini,0.75,f160.txt,1.761904762,1.011904762
f161.txt_gpt-4o-mini,0.73,f161.txt,1.636363636,0.906363636
f162.txt_gpt-4o-mini,1.14,f162.txt,2.705882353,1.565882353
f163.txt_gpt-4o-mini,1.15,f163.txt,2.333333333,1.183333333
f164.txt_gpt-4o-mini,1.29,f164.txt,2.363636364,1.073636364
f166.txt_gpt-4o-mini,1.32,f166.txt,1.391304348,0.071304348
f167.txt_gpt-4o-mini,1.38,f167.txt,2.966666667,1.586666667
,,f168.txt,3.173913043,0
f169.txt_gpt-4o-mini,1.33,f169.txt,2.355555556,1.025555556
f17.txt_gpt-4o-mini,1.17,f17.txt,4.28,3.11
f170.txt_gpt-4o-mini,2.2,f170.txt,3.939393939,1.739393939
f171.txt_gpt-4o-mini,1.14,f171.txt,2.125,0.985
f172.txt_gpt-4o-mini,0.83,f172.txt,3.097560976,2.267560976
f173.txt_gpt-4o-mini,1.04,f173.txt,2.742857143,1.702857143
f174.txt_gpt-4o-mini,1.45,f174.txt,2.916666667,1.466666667
f175.txt_gpt-4o-mini,0.857,f175.txt,2.777777778,1.920777778
f176.txt_gpt-4o-mini,1.47,f176.txt,2.266666667,0.796666667
f177.txt_gpt-4o-mini,0.86,f177.txt,2,1.14
f178.txt_gpt-4o-mini,0.95,f178.txt,2.2,1.25
f179.txt_gpt-4o-mini,1.27,f179.txt,2.285714286,1.015714286
f18.txt_gpt-4o-mini,2,f18.txt,2.133333333,0.133333333
f180.txt_gpt-4o-mini,1.94,f180.txt,2.424242424,0.484242424
f181.txt_gpt-4o-mini,0.55,f181.txt,2.153846154,1.603846154
f182.txt_gpt-4o-mini,0.94,f182.txt,2.111111111,1.171111111
f183.txt_gpt-4o-mini,1.45,f183.txt,2.92,1.47
f184.txt_gpt-4o-mini,0.75,f184.txt,2.85,2.1
f185.txt_gpt-4o-mini,1.35,f185.txt,3.307692308,1.957692308
f186.txt_gpt-4o-mini,0.84,f186.txt,1.4,0.56
f187.txt_gpt-4o-mini,1.28,f187.txt,1.351351351,0.071351351
f188.txt_gpt-4o-mini,2.86,f188.txt,1.909090909,0.950909091
f189.txt_gpt-4o-mini,1.82,f189.txt,2.272727273,0.452727273
f19.txt_gpt-4o-mini,2,f19.txt,1.846153846,0.153846154
f190.txt_gpt-4o-mini,1.1,f190.txt,3.333333333,2.233333333
f191.txt_gpt-4o-mini,0.5625,f191.txt,2.6,2.0375
f192.txt_gpt-4o-mini,2.23,f192.txt,1.419354839,0.810645161
f193.txt_gpt-4o-mini,0.95,f193.txt,2.904761905,1.954761905
f194.txt_gpt-4o-mini,1,f194.txt,2.375,1.375
f195.txt_gpt-4o-mini,1.15,f195.txt,3.820512821,2.670512821
f196.txt_gpt-4o-mini,1.04,f196.txt,2.24,1.2
f197.txt_gpt-4o-mini,1,f197.txt,3.05,2.05
f198.txt_gpt-4o-mini,1,f198.txt,2.409090909,1.409090909
f199.txt_gpt-4o-mini,1.15,f199.txt,1.047619048,0.102380952
f20.txt_gpt-4o-mini,1,f20.txt,3.789473684,2.789473684
f200.txt_gpt-4o-mini,1.23,f200.txt,1.681818182,0.451818182
f201.txt_gpt-4o-mini,1.74,f201.txt,2.25,0.51
f202.txt_gpt-4o-mini,1,f202.txt,3.27027027,2.27027027
f203.txt_gpt-4o-mini,1.14,f203.txt,2.4,1.26
f204.txt_gpt-4o-mini,1.8,f204.txt,1.620689655,0.179310345
f206.txt_gpt-4o-mini,1.43,f206.txt,2.769230769,1.339230769
f207.txt_gpt-4o-mini,0.9,f207.txt,2.619047619,1.719047619
f208.txt_gpt-4o-mini,1.42,f208.txt,3.324324324,1.904324324
f209.txt_gpt-4o-mini,0.93,f209.txt,2.28125,1.35125
f21.txt_gpt-4o-mini,0.95,f21.txt,1.888888889,0.938888889
f210.txt_gpt-4o-mini,1.6,f210.txt,1.857142857,0.257142857
f22.txt_gpt-4o-mini,1.23,f22.txt,1.523809524,0.293809524
f23.txt_gpt-4o-mini,1.74,f23.txt,1.48,0.26
f24.txt_gpt-4o-mini,1.71,f24.txt,3,1.29
f25.txt_gpt-4o-mini,2,f25.txt,1.916666667,0.083333333
f27.txt_gpt-4o-mini,1.41,f27.txt,3.083333333,1.673333333
f28.txt_gpt-4o-mini,0.87,f28.txt,1.642857143,0.772857143
f29.txt_gpt-4o-mini,0.92,f29.txt,2.678571429,1.758571429
f3.txt_gpt-4o-mini,0.136,f3.txt,3.615384615,3.479384615
,,f30.txt,1.5625,0
f31.txt_gpt-4o-mini,1,f31.txt,29.62857143,28.62857143
f32.txt_gpt-4o-mini,1.19,f32.txt,1.238095238,0.048095238
f33.txt_gpt-4o-mini,1.37,f33.txt,1.904761905,0.534761905
f34.txt_gpt-4o-mini,1.33,f34.txt,1.785714286,0.455714286
f35.txt_gpt-4o-mini,1.58,f35.txt,2.72,1.14
f36.txt_gpt-4o-mini,1.37,f36.txt,3.176470588,1.806470588
f37.txt_gpt-4o-mini,0.7,f37.txt,3.551724138,2.851724138
f38.txt_gpt-4o-mini,1,f38.txt,2.095238095,1.095238095
f39.txt_gpt-4o-mini,1.25,f39.txt,1.666666667,0.416666667
f4.txt_gpt-4o-mini,1,f4.txt,2.227272727,1.227272727
f40.txt_gpt-4o-mini,1.9,f40.txt,2.272727273,0.372727273
f41.txt_gpt-4o-mini,1.36,f41.txt,2.166666667,0.806666667
f42.txt_gpt-4o-mini,2.2,f42.txt,2.952380952,0.752380952
f43.txt_gpt-4o-mini,1.28,f43.txt,2.703703704,1.423703704
f44.txt_gpt-4o-mini,1.09,f44.txt,3.192307692,2.102307692
f45.txt_gpt-4o-mini,0.94,f45.txt,3.733333333,2.793333333
f46.txt_gpt-4o-mini,2.47,f46.txt,3.151515152,0.681515152
f47.txt_gpt-4o-mini,1.26,f47.txt,2.090909091,0.830909091
f48.txt_gpt-4o-mini,1,f48.txt,1.75,0.75
f49.txt_gpt-4o-mini,1.79,f49.txt,1.7,0.09
f50.txt_gpt-4o-mini,2.11,f50.txt,1.611111111,0.498888889
f51.txt_gpt-4o-mini,1.09,f51.txt,2.125,1.035
f52.txt_gpt-4o-mini,2,f52.txt,3.282051282,1.282051282
f53.txt_gpt-4o-mini,1.56,f53.txt,2.476190476,0.916190476
f54.txt_gpt-4o-mini,2.11,f54.txt,2.913043478,0.803043478
f55.txt_gpt-4o-mini,1.037,f55.txt,2.346153846,1.309153846
f56.txt_gpt-4o-mini,1.2,f56.txt,1.5,0.3
f57.txt_gpt-4o-mini,3.06,f57.txt,3,0.06
f58.txt_gpt-4o-mini,1.33,f58.txt,1.730769231,0.400769231
f59.txt_gpt-4o-mini,1.08,f59.txt,1.84,0.76
f6.txt_gpt-4o-mini,1.25,f6.txt,1.857142857,0.607142857
f60.txt_gpt-4o-mini,0.93,f60.txt,2.25,1.32
f61.txt_gpt-4o-mini,1.21,f61.txt,1.961538462,0.751538462
f62.txt_gpt-4o-mini,0.75,f62.txt,2.85,2.1
,,f63.txt,2.428571429,0
f64.txt_gpt-4o-mini,1.05,f64.txt,2.5,1.45
f65.txt_gpt-4o-mini,1.75,f65.txt,1.523809524,0.226190476
f66.txt_gpt-4o-mini,1,f66.txt,4,3
f67.txt_gpt-4o-mini,2,f67.txt,3.566666667,1.566666667
f68.txt_gpt-4o-mini,1.1,f68.txt,1.916666667,0.816666667
f69.txt_gpt-4o-mini,0.9,f69.txt,2.777777778,1.877777778
f7.txt_gpt-4o-mini,1.76,f7.txt,1.641025641,0.118974359
f70.txt_gpt-4o-mini,0.65,f70.txt,2.484848485,1.834848485
f71.txt_gpt-4o-mini,1.31,f71.txt,2.972222222,1.662222222
f72.txt_gpt-4o-mini,1.25,f72.txt,2.166666667,0.916666667
f73.txt_gpt-4o-mini,2.19,f73.txt,4.391304348,2.201304348
f74.txt_gpt-4o-mini,1.7,f74.txt,2.263157895,0.563157895
f75.txt_gpt-4o-mini,2.69,f75.txt,2.533333333,0.156666667
f76.txt_gpt-4o-mini,3.79,f76.txt,2.5625,1.2275
f77.txt_gpt-4o-mini,1.81,f77.txt,2.461538462,0.651538462
f78.txt_gpt-4o-mini,0.73,f78.txt,2.75862069,2.02862069
f79.txt_gpt-4o-mini,1,f79.txt,2.828571429,1.828571429
f8.txt_gpt-4o-mini,1,f8.txt,2.157894737,1.157894737
f81.txt_gpt-4o-mini,1.41,f81.txt,2.264705882,0.854705882
f82.txt_gpt-4o-mini,1.11,f82.txt,2.083333333,0.973333333
f83.txt_gpt-4o-mini,1,f83.txt,2.137931034,1.137931034
,,f84.txt,2.125,0
f85.txt_gpt-4o-mini,1.17,f85.txt,1.592592593,0.422592593
f86.txt_gpt-4o-mini,1.11,f86.txt,3.264705882,2.154705882
f87.txt_gpt-4o-mini,1,f87.txt,3.411764706,2.411764706
f88.txt_gpt-4o-mini,2.125,f88.txt,2.78125,0.65625
f89.txt_gpt-4o-mini,1.2,f89.txt,2.08,0.88
f9.txt_gpt-4o-mini,1,f9.txt,1.6,0.6
f90.txt_gpt-4o-mini,1.14,f90.txt,2.636363636,1.496363636
f91.txt_gpt-4o-mini,1.06,f91.txt,2.428571429,1.368571429
f92.txt_gpt-4o-mini,1.2,f92.txt,2.285714286,1.085714286
f93.txt_gpt-4o-mini,0.81,f93.txt,2.954545455,2.144545455
f94.txt_gpt-4o-mini,1,f94.txt,1.785714286,0.785714286
f95.txt_gpt-4o-mini,1.91,f95.txt,1.92,0.01
,,f96.txt,1.742857143,0
f97.txt_gpt-4o-mini,0.727,f97.txt,3.136363636,2.409363636
f98.txt_gpt-4o-mini,0.9,f98.txt,2.227272727,1.327272727
f99.txt_gpt-4o-mini,1.07,f99.txt,2.842105263,1.772105263
,,,,
,,,,1.376545112
