File,Paragraph,LIX Score,Longest Sentence,Dependency Parse
diva11.txt,Istället öppet i det gemensamma där korridoren utökas till en mötesplats.  PLATS OCH PROGRAM Projektet är en grundskola med 300 elever i årskurserna 1-6  fördelade på två klasser per årskurs.  Skolan är för de framtida stadsdelarna i Norra Djurgårdsstaden och Hjorthagen.,46.21,PLATS OCH PROGRAM Projektet är en grundskola med 300 elever i årskurserna 1-6  fördelade på två klasser per årskurs.,"[(1, 'PLATS', 7), (2, 'OCH', 1), (3, 'PROGRAM', 4), (4, 'Projektet', 1), (5, 'är', 7), (6, 'en', 7), (7, 'grundskola', 0), (8, 'med', 10), (9, '300', 10), (10, 'elever', 7), (11, 'i', 13), (12, 'årskurserna', 13), (13, '1-6', 7), (14, 'fördelade', 13), (15, 'på', 17), (16, 'två', 17), (17, 'klasser', 14), (18, 'per', 19), (19, 'årskurs', 17), (20, '.', 7)]"
diva110.txt,"The suggested solution uses a translation layer called Metadata FTL (MFTL), where ﬁle system metadata and userdata are separated from each other in order to improve performance. The partition holding userdata uses a block-level mapped translation layer system called Fully Associative Sector Translation FTL. The other partition, holding metadata, will instead use a page-level mapped translation layer system which also separates often modiﬁed data from data modiﬁed seldom.",50.36,"The suggested solution uses a translation layer called Metadata FTL (MFTL), where ﬁle system metadata and userdata are separated from each other in order to improve performance.","[(1, 'The', 4), (2, 'suggested', 3), (3, 'solution', 4), (4, 'uses', 0), (5, 'a', 10), (6, 'translation', 7), (7, 'layer', 8), (8, 'called', 9), (9, 'Metadata', 10), (10, 'FTL', 4), (11, '(', 10), (12, 'MFTL', 10), (13, ')', 10), (14, ',', 10), (15, 'where', 18), (16, 'ﬁle', 17), (17, 'system', 18), (18, 'metadata', 10), (19, 'and', 20), (20, 'userdata', 18), (21, 'are', 22), (22, 'separated', 18), (23, 'from', 25), (24, 'each', 25), (25, 'other', 22), (26, 'in', 27), (27, 'order', 25), (28, 'to', 29), (29, 'improve', 30), (30, 'performance', 25), (31, '.', 4)]"
diva111.txt,"Keywords: initial study, object description, measures, climate shell, caution, energy, moisture,  “pay-back times”",64.0,,
diva112.txt,Detta åstadkommes utan att förvanska husets viktiga  kulturhistoriska karaktärsdrag genom ett stort hänsynstagande till varsamhetskrav. Vidare  utvärderas om valda åtgärder har en negativ inverkan per byggnadsdel ur fuktsynpunkt och  slutligen visas att många av åtgärderna även ur ekonomiskt perspektiv är motiverade.,57.57,Vidare  utvärderas om valda åtgärder har en negativ inverkan per byggnadsdel ur fuktsynpunkt och  slutligen visas att många av åtgärderna även ur ekonomiskt perspektiv är motiverade.,"[(1, 'Vidare', 2), (2, 'utvärderas', 0), (3, 'om', 6), (4, 'valda', 5), (5, 'åtgärder', 6), (6, 'har', 2), (7, 'en', 9), (8, 'negativ', 9), (9, 'inverkan', 6), (10, 'per', 11), (11, 'byggnadsdel', 9), (12, 'ur', 13), (13, 'fuktsynpunkt', 6), (14, 'och', 16), (15, 'slutligen', 16), (16, 'visas', 6), (17, 'att', 26), (18, 'många', 26), (19, 'av', 20), (20, 'åtgärderna', 18), (21, 'även', 24), (22, 'ur', 24), (23, 'ekonomiskt', 24), (24, 'perspektiv', 20), (25, 'är', 26), (26, 'motiverade', 16), (27, '.', 2)]"
diva113.txt,"If the actual energy consumption is  significantly below the reference value, we believe that a major, costly investigation is  not necessary.    · Identification of systems and processes, this makes it necessary to examine the type of    heating system, for comfort cooling, etc.    · Visual inspection / investigation of the building with examination of the status of     different parts of the buildings service systems. Check of operating times and set     values.",47.73,"If the actual energy consumption is  significantly below the reference value, we believe that a major, costly investigation is  not necessary.","[(1, 'If', 5), (2, 'the', 5), (3, 'actual', 5), (4, 'energy', 5), (5, 'consumption', 0), (6, 'is', 8), (7, 'significantly', 8), (8, 'below', 5), (9, 'the', 10), (10, 'reference', 11), (11, 'value', 8), (12, ',', 11), (13, 'we', 15), (14, 'believe', 15), (15, 'that', 11), (16, 'a', 17), (17, 'major', 15), (18, ',', 15), (19, 'costly', 20), (20, 'investigation', 15), (21, 'is', 22), (22, 'not', 23), (23, 'necessary', 20), (24, '.', 11)]"
diva114.txt,"Vidare så vill vi tacka:  Mats Vallmark på Isover, för att vi fått tillgång till programmet Isover Energi, Gunnar Anderlind för  lånet av David‐32 samt för den hjälp vi fått med programmet, Thomas Blomberg på Blocon för  lånet av Heat2, Sven Ahlund för hjälp med CAD, Gudni Johannesson, avdelningen Byggnadsteknik,  KTH, för support och tillgång till programmet ”Consolis Energy +”. Ett stort tack till Mats Ola  Rasmusson på Strusoft för tillgång till och för support till programmet VIP+.",49.08,"Vidare så vill vi tacka:  Mats Vallmark på Isover, för att vi fått tillgång till programmet Isover Energi, Gunnar Anderlind för  lånet av David‐32 samt för den hjälp vi fått med programmet, Thomas Blomberg på Blocon för  lånet av Heat2, Sven Ahlund för hjälp med CAD, Gudni Johannesson, avdelningen Byggnadsteknik,  KTH, för support och tillgång till programmet ”Consolis Energy +”.","[(1, 'Vidare', 5), (2, 'så', 5), (3, 'vill', 5), (4, 'vi', 5), (5, 'tacka', 0), (6, ':', 5)]"
diva115.txt,"Den betingade sannolikhetshierarkin använder sig av två andra modeller, oberoendemodellen och fullmodellen, för att skatta relevansen hos ett dokument givet den ställda sökfrågan. Oberoendemodellen gör antagandet att söktermerna i sökfrågan är oberoende varandra men förkastar informationen i ordföljden, medan fullmodellen tar hänsyn till den information ordföljden ger. Resultatet visar att relevansmodellen kan omordna sökresultatet i 98% av fallen.",59.33,"Oberoendemodellen gör antagandet att söktermerna i sökfrågan är oberoende varandra men förkastar informationen i ordföljden, medan fullmodellen tar hänsyn till den information ordföljden ger.","[(1, 'Oberoendemodellen', 2), (2, 'gör', 0), (3, 'antagandet', 2), (4, 'att', 9), (5, 'söktermerna', 9), (6, 'i', 7), (7, 'sökfrågan', 5), (8, 'är', 9), (9, 'oberoende', 2), (10, 'varandra', 9), (11, 'men', 12), (12, 'förkastar', 9), (13, 'informationen', 12), (14, 'i', 15), (15, 'ordföljden', 13), (16, ',', 2), (17, 'medan', 19), (18, 'fullmodellen', 19), (19, 'tar', 2), (20, 'hänsyn', 19), (21, 'till', 23), (22, 'den', 23), (23, 'information', 19), (24, 'ordföljden', 25), (25, 'ger', 23), (26, '.', 2)]"
diva116.txt,"En metod för att sänka energiförbrukningen är att sänka det varvtal som  lastbilens dieselmotor arbetar vid. Vid lägre varvtal jobbar motorn oftast mer  effektivt och en mindre del av motorarbetet försvinner då i förluster, dock kan inte  motorn belastas lika hårt. Varvtalet kan i vissa situationer sänkas under drift av  påbyggnaden. Mellan drift då applikationen väntar på användarens kommando kan  varvtalet alltid sänkas så att energiförbrukningen sjunker.",43.25,"Vid lägre varvtal jobbar motorn oftast mer  effektivt och en mindre del av motorarbetet försvinner då i förluster, dock kan inte  motorn belastas lika hårt.","[(1, 'Vid', 3), (2, 'lägre', 3), (3, 'varvtal', 4), (4, 'jobbar', 0), (5, 'motorn', 4), (6, 'oftast', 4), (7, 'mer', 8), (8, 'effektivt', 4), (9, 'och', 15), (10, 'en', 12), (11, 'mindre', 12), (12, 'del', 15), (13, 'av', 14), (14, 'motorarbetet', 12), (15, 'försvinner', 4), (16, 'då', 15), (17, 'i', 18), (18, 'förluster', 15), (19, ',', 4), (20, 'dock', 24), (21, 'kan', 24), (22, 'inte', 24), (23, 'motorn', 24), (24, 'belastas', 4), (25, 'lika', 26), (26, 'hårt', 24), (27, '.', 4)]"
diva117.txt,"En metod för att sänka energiförbrukningen är att sänka det varvtal som  lastbilens dieselmotor arbetar vid. Vid lägre varvtal jobbar motorn oftast mer  effektivt och en mindre del av motorarbetet försvinner då i förluster, dock kan inte  motorn belastas lika hårt. Varvtalet kan i vissa situationer sänkas under drift av  påbyggnaden. Mellan drift då applikationen väntar på användarens kommando kan  varvtalet alltid sänkas så att energiförbrukningen sjunker.",43.25,"Vid lägre varvtal jobbar motorn oftast mer  effektivt och en mindre del av motorarbetet försvinner då i förluster, dock kan inte  motorn belastas lika hårt.","[(1, 'Vid', 3), (2, 'lägre', 3), (3, 'varvtal', 4), (4, 'jobbar', 0), (5, 'motorn', 4), (6, 'oftast', 4), (7, 'mer', 8), (8, 'effektivt', 4), (9, 'och', 15), (10, 'en', 12), (11, 'mindre', 12), (12, 'del', 15), (13, 'av', 14), (14, 'motorarbetet', 12), (15, 'försvinner', 4), (16, 'då', 15), (17, 'i', 18), (18, 'förluster', 15), (19, ',', 4), (20, 'dock', 24), (21, 'kan', 24), (22, 'inte', 24), (23, 'motorn', 24), (24, 'belastas', 4), (25, 'lika', 26), (26, 'hårt', 24), (27, '.', 4)]"
diva118.txt,"Informanterna	    hade	    bakgrund	    inom	    adderande	    tillverknings-­‐ teknik,	   ortopedi	   och	   protestillverkning.	    	    Teori	   och	   empiriskt	   underlag	   analyserades	   utifrån	   behovsbilden.	   Den	   typ	   av	   protes	   som	   är	    bäst	   lämpad	   att	   tillverka	   med	   adderande	   tillverkning	   är	   en	   enkel	   modell	   av	   kroppsdriven	    mekanisk	    armprotes.",54.24,Den	   typ	   av	   protes	   som	   är	    bäst	   lämpad	   att	   tillverka	   med	   adderande	   tillverkning	   är	   en	   enkel	   modell	   av	   kroppsdriven	    mekanisk	    armprotes.,"[(1, 'Den', 2), (2, 'typ', 17), (3, 'av', 4), (4, 'protes', 2), (5, 'som', 8), (6, 'är', 8), (7, 'bäst', 8), (8, 'lämpad', 2), (9, 'att', 10), (10, 'tillverka', 8), (11, 'med', 13), (12, 'adderande', 13), (13, 'tillverkning', 10), (14, 'är', 17), (15, 'en', 17), (16, 'enkel', 17), (17, 'modell', 0), (18, 'av', 21), (19, 'kroppsdriven', 21), (20, 'mekanisk', 21), (21, 'armprotes', 17), (22, '.', 17)]"
diva119.txt,"When AM is used as a manufacturing method, there are a number of advantages  that follows. One of the greatest advantages is the resource efficient manufacturing, with aspect to  material efficiency, shortened developing time and a less complex design. But, regardless of these,  AM is still standing in front of some challenges to further replace the traditional manufacturing  methods and gain a larger market share.",48.56,"But, regardless of these,  AM is still standing in front of some challenges to further replace the traditional manufacturing  methods and gain a larger market share.","[(1, 'But', 0), (2, ',', 1), (3, 'regardless', 1), (4, 'of', 5), (5, 'these', 3), (6, ',', 3), (7, 'AM', 3), (8, 'is', 10), (9, 'still', 10), (10, 'standing', 7), (11, 'in', 12), (12, 'front', 10), (13, 'of', 15), (14, 'some', 15), (15, 'challenges', 12), (16, 'to', 18), (17, 'further', 18), (18, 'replace', 15), (19, 'the', 22), (20, 'traditional', 21), (21, 'manufacturing', 22), (22, 'methods', 18), (23, 'and', 24), (24, 'gain', 22), (25, 'a', 26), (26, 'larger', 27), (27, 'market', 28), (28, 'share', 24), (29, '.', 1)]"
diva12.txt,Dessa friare placeringsregler gör att man kan  använda sig av korta positioner på marknaden och därmed framkommer möjligheten att vara  marknadsneutrala.  Genom marknadsneutralitetsmöjligheten bildades begreppet absolut avkastning där de olika  fonderna i sin marknadsföring proklamerade att målet är att varje år leverera stabila  avkastningssiffror som inte blir påverkade av marknaden.,56.67,Genom marknadsneutralitetsmöjligheten bildades begreppet absolut avkastning där de olika  fonderna i sin marknadsföring proklamerade att målet är att varje år leverera stabila  avkastningssiffror som inte blir påverkade av marknaden.,"[(1, 'Genom', 2), (2, 'marknadsneutralitetsmöjligheten', 3), (3, 'bildades', 0), (4, 'begreppet', 6), (5, 'absolut', 6), (6, 'avkastning', 3), (7, 'där', 14), (8, 'de', 10), (9, 'olika', 10), (10, 'fonderna', 14), (11, 'i', 13), (12, 'sin', 13), (13, 'marknadsföring', 14), (14, 'proklamerade', 6), (15, 'att', 21), (16, 'målet', 17), (17, 'är', 14), (18, 'att', 21), (19, 'varje', 20), (20, 'år', 21), (21, 'leverera', 17), (22, 'stabila', 23), (23, 'avkastningssiffror', 21), (24, 'som', 27), (25, 'inte', 27), (26, 'blir', 27), (27, 'påverkade', 23), (28, 'av', 29), (29, 'marknaden', 27), (30, '.', 3)]"
diva120.txt,"The idea for my thesis began to emerge last year  when I was studying as an exchange student in  the US, in west coast city Seattle. The city is cur­ rently growing and densifying in a rapid pace and  most of the new buildings are being built in exis­ ting environments. The vast majority is creating  big contrasts in the city environment.",34.85,The city is cur­ rently growing and densifying in a rapid pace and  most of the new buildings are being built in exis­ ting environments.,"[(1, 'The', 2), (2, 'city', 0), (3, 'is', 6), (4, 'cur\xad', 6), (5, 'rently', 6), (6, 'growing', 2), (7, 'and', 8), (8, 'densifying', 6), (9, 'in', 12), (10, 'a', 11), (11, 'rapid', 12), (12, 'pace', 8), (13, 'and', 14), (14, 'most', 12), (15, 'of', 18), (16, 'the', 17), (17, 'new', 18), (18, 'buildings', 14), (19, 'are', 21), (20, 'being', 21), (21, 'built', 18), (22, 'in', 25), (23, 'exis\xad', 24), (24, 'ting', 25), (25, 'environments', 21), (26, '.', 2)]"
diva121.txt,"The more I learn about this city, the more fascinated I get. Even though it’s young, it has already transformed  itself multiple times and survived both super expansive growth and fire and depression. But it is also a city  where the different eras have put its mark, and you can clearly read the layers of development.  But I’m afraid that some things will get lost, some of the things that make Seattle special.",31.0,"Even though it’s young, it has already transformed  itself multiple times and survived both super expansive growth and fire and depression.","[(1, 'Even', 4), (2, 'though', 4), (3, 'it’s', 4), (4, 'young', 0), (5, ',', 4), (6, 'it', 4), (7, 'has', 9), (8, 'already', 9), (9, 'transformed', 4), (10, 'itself', 12), (11, 'multiple', 12), (12, 'times', 9), (13, 'and', 15), (14, 'survived', 15), (15, 'both', 18), (16, 'super', 17), (17, 'expansive', 18), (18, 'growth', 12), (19, 'and', 20), (20, 'fire', 18), (21, 'and', 22), (22, 'depression', 20), (23, '.', 4)]"
diva122.txt,Konceptet drar nytta av additiv  tillverkningsteknik med metallpulver istället för traditionella metoder som fräsning. I rapporten  undersöks också möjligheten att kombinera olika material som metall och polymer. Även  möjligheten att ha olika strukturer för samma material undersöks.    Resultatet av konceptutvecklingen blev en renderad konceptbild och en prototyp av kylarblocket  med ett rörsystem som ger jämn kylning och som lämpar sig för additiv teknik.,55.46,Resultatet av konceptutvecklingen blev en renderad konceptbild och en prototyp av kylarblocket  med ett rörsystem som ger jämn kylning och som lämpar sig för additiv teknik.,"[(1, 'Resultatet', 4), (2, 'av', 3), (3, 'konceptutvecklingen', 1), (4, 'blev', 0), (5, 'en', 7), (6, 'renderad', 7), (7, 'konceptbild', 4), (8, 'och', 10), (9, 'en', 10), (10, 'prototyp', 7), (11, 'av', 12), (12, 'kylarblocket', 10), (13, 'med', 15), (14, 'ett', 15), (15, 'rörsystem', 10), (16, 'som', 17), (17, 'ger', 15), (18, 'jämn', 19), (19, 'kylning', 17), (20, 'och', 22), (21, 'som', 22), (22, 'lämpar', 17), (23, 'sig', 22), (24, 'för', 26), (25, 'additiv', 26), (26, 'teknik', 22), (27, '.', 4)]"
diva123.txt,Produktionsprocessen simulerades teoretiskt  på två olika modeller och resultatet analyserades via litteratur och intervjuer.  Rapporten inleds med en litteraturstudie där ett antal olika additiva tillverkningsmetoder  redogörs tillsammans med två olika traditionella tillverkningsmetoder och avslutas med en  diskussion av simuleringen.     Resultatet visar olika additiva tillverkningsmetoders resurseffektivitet i korrelation till  framtagna modeller.,64.5,Rapporten inleds med en litteraturstudie där ett antal olika additiva tillverkningsmetoder  redogörs tillsammans med två olika traditionella tillverkningsmetoder och avslutas med en  diskussion av simuleringen.,"[(1, 'Rapporten', 2), (2, 'inleds', 0), (3, 'med', 5), (4, 'en', 5), (5, 'litteraturstudie', 2), (6, 'där', 12), (7, 'ett', 8), (8, 'antal', 11), (9, 'olika', 11), (10, 'additiva', 11), (11, 'tillverkningsmetoder', 12), (12, 'redogörs', 5), (13, 'tillsammans', 18), (14, 'med', 18), (15, 'två', 18), (16, 'olika', 18), (17, 'traditionella', 18), (18, 'tillverkningsmetoder', 12), (19, 'och', 20), (20, 'avslutas', 12), (21, 'med', 23), (22, 'en', 23), (23, 'diskussion', 20), (24, 'av', 25), (25, 'simuleringen', 23), (26, '.', 2)]"
